pl_name,discoverymethod,pl_controv_flag,pl_orbsmax,pl_msinie,pl_dens,pl_orbeccen,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
Kepler-205 c,Transit,0,0.120900,,,0.000000,4121.00,0.55,0.57,-0.340,,4.71,,3.1262
Kepler-205 c,Transit,0,,,,,4281.60,0.60,0.67,-0.125,-0.956,4.70,,4.2712
Kepler-205 c,Transit,0,,,,,4281.60,0.60,0.67,-0.125,-0.956,4.70,,4.2712
Kepler-205 c,Transit,0,0.122000,,,0.000000,4303.00,0.56,0.59,,,4.71,13.900,
Kepler-205 c,Transit,0,,,,,4255.00,0.58,0.60,-0.320,,4.69,3.160,
Kepler-205 c,Transit,0,,,,,4121.00,0.62,0.66,,-1.000,,,
Kepler-205 c,Transit,0,0.122000,,,,4321.00,0.55,,,,4.74,,
Kepler-205 c,Transit,0,0.116400,,,0.000000,3834.00,0.48,0.51,-0.250,,4.78,,7.5356
Kepler-206 b,Transit,0,,,,,5853.00,1.12,1.05,0.080,,4.36,5.250,
Kepler-206 b,Transit,0,0.076500,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,0.9606
Kepler-206 b,Transit,0,0.076500,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,0.9606
Kepler-206 b,Transit,0,0.077000,,,0.000000,5986.00,1.27,1.02,,,4.24,7.000,
Kepler-206 b,Transit,0,,,,,5691.00,1.09,,,,,,
Kepler-206 b,Transit,0,0.076500,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,0.9606
Kepler-206 b,Transit,0,0.078000,,,,5764.00,1.19,,,,4.31,,
Kepler-206 b,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 b,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 b,Transit,0,0.076400,,,0.000000,5762.00,1.14,0.98,0.060,,4.31,,0.2302
Kepler-206 c,Transit,0,,,,,5853.00,1.12,1.05,0.080,,4.36,5.250,
Kepler-206 c,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 c,Transit,0,0.111000,,,,5764.00,1.19,,,,4.31,,
Kepler-206 c,Transit,0,0.108400,,,0.000000,5762.00,1.14,0.98,0.060,,4.31,,0.2363
Kepler-206 c,Transit,0,0.108400,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,0.9486
Kepler-206 c,Transit,0,0.108400,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,0.9486
Kepler-206 c,Transit,0,,,,,5691.00,1.09,,,,,,
Kepler-206 c,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 c,Transit,0,0.108400,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,0.9486
Kepler-206 c,Transit,0,0.110000,,,0.000000,5986.00,1.27,1.02,,,4.24,7.000,
Kepler-206 c,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 d,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 d,Transit,0,0.159400,,,0.000000,5762.00,1.14,0.98,0.060,,4.31,,0.0706
Kepler-206 d,Transit,0,0.161000,,,0.000000,5986.00,1.27,1.02,,,4.24,7.000,
Kepler-206 d,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 d,Transit,0,,,,,5588.41,1.17,0.99,0.021,0.084,4.29,,0.8614
Kepler-206 d,Transit,0,0.159500,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,1.1339
Kepler-206 d,Transit,0,,,,,5853.00,1.12,1.05,0.080,,4.36,5.250,
Kepler-206 d,Transit,0,0.159500,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,1.1339
Kepler-206 d,Transit,0,0.159500,,,0.000000,5762.00,1.06,0.98,0.060,,4.38,,1.1339
Kepler-206 d,Transit,0,,,,,5691.00,1.09,,,,,,
Kepler-206 d,Transit,0,0.163000,,,,5764.00,1.19,,,,4.31,,
Kepler-207 b,Transit,0,0.027500,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.4966
Kepler-207 b,Transit,0,0.029000,,,,5920.00,1.59,,,,4.13,,
Kepler-207 b,Transit,0,,,,,5989.00,1.49,1.20,0.180,,4.17,4.170,
Kepler-207 b,Transit,0,,,,,5969.00,1.71,,,,,,
Kepler-207 b,Transit,0,,,,,5966.00,1.73,1.09,,0.534,4.00,,0.2960
Kepler-207 b,Transit,0,0.028500,,,0.000000,5918.00,1.55,1.18,0.210,,4.13,,0.1434
Kepler-207 b,Transit,0,0.027500,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.4966
Kepler-207 b,Transit,0,0.027500,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.4966
Kepler-207 b,Transit,0,0.027000,,,0.000000,6080.00,1.10,1.04,,,4.37,4.100,
Kepler-207 b,Transit,0,,,,,5966.00,1.73,1.09,,0.534,4.00,,0.2960
Kepler-207 c,Transit,0,0.042300,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.3625
Kepler-207 c,Transit,0,0.043700,,,0.000000,5918.00,1.55,1.18,0.210,,4.13,,0.0664
Kepler-207 c,Transit,0,,,,,5989.00,1.49,1.20,0.180,,4.17,4.170,
Kepler-207 c,Transit,0,,,,,5966.00,1.73,1.09,,0.534,4.00,,0.2960
Kepler-207 c,Transit,0,0.044000,,,,5920.00,1.59,,,,4.13,,
Kepler-207 c,Transit,0,,,,,5969.00,1.71,,,,,,
Kepler-207 c,Transit,0,0.042300,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.3625
Kepler-207 c,Transit,0,0.042300,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.3625
Kepler-207 c,Transit,0,0.042000,,,0.000000,6080.00,1.10,1.04,,,4.37,4.100,
Kepler-207 d,Transit,0,,,,,5969.00,1.71,,,,,,
Kepler-207 d,Transit,0,0.065100,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.8400
Kepler-207 d,Transit,0,,,,,5966.00,1.73,1.09,,0.534,4.00,,0.2960
Kepler-207 d,Transit,0,0.067400,,,0.000000,5918.00,1.55,1.18,0.210,,4.13,,0.1842
Kepler-207 d,Transit,0,0.065100,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.8400
Kepler-207 d,Transit,0,0.065100,,,0.000000,6110.00,1.11,1.06,-0.020,,4.38,,0.8400
Kepler-207 d,Transit,0,,,,,5966.00,1.73,1.09,,0.534,4.00,,0.2960
Kepler-207 d,Transit,0,,,,,5989.00,1.49,1.20,0.180,,4.17,4.170,
Kepler-207 d,Transit,0,,,,,5966.00,1.73,1.09,,0.534,4.00,,0.2960
Kepler-207 d,Transit,0,0.068000,,,,5920.00,1.59,,,,4.13,,
Kepler-207 d,Transit,0,0.065000,,,0.000000,6080.00,1.10,1.04,,,4.37,4.100,
Kepler-208 b,Transit,0,0.054000,,,,6092.00,1.31,,,,4.26,,
Kepler-208 b,Transit,0,,,,,6054.00,1.26,,,,,,
Kepler-208 b,Transit,0,0.051000,,,0.000000,5845.00,0.97,0.96,,,4.45,,
Kepler-208 b,Transit,0,0.053200,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,0.9771
Kepler-208 b,Transit,0,0.053200,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,0.9771
Kepler-208 b,Transit,0,0.054600,,,0.000000,5966.00,1.50,1.21,0.180,,4.17,,1.0060
Kepler-208 b,Transit,0,,,,,5951.00,1.40,1.16,0.190,,4.21,4.370,
Kepler-208 b,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 b,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 b,Transit,0,0.053200,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,0.9771
Kepler-208 b,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 c,Transit,0,,,,,5951.00,1.40,1.16,0.190,,4.21,4.370,
Kepler-208 c,Transit,0,,,,,6054.00,1.26,,,,,,
Kepler-208 c,Transit,0,0.074000,,,0.000000,5845.00,0.97,0.96,,,4.45,,
Kepler-208 c,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 c,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 c,Transit,0,0.079000,,,,6092.00,1.31,,,,4.26,,
Kepler-208 c,Transit,0,0.077800,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,0.7762
Kepler-208 c,Transit,0,0.077800,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,0.7762
Kepler-208 c,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 c,Transit,0,0.079700,,,0.000000,5966.00,1.50,1.21,0.180,,4.17,,1.0168
Kepler-208 c,Transit,0,0.077800,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,0.7762
Kepler-208 d,Transit,0,,,,,5951.00,1.40,1.16,0.190,,4.21,4.370,
Kepler-208 d,Transit,0,0.101500,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,1.2662
Kepler-208 d,Transit,0,0.096000,,,0.000000,5845.00,0.97,0.96,,,4.45,,
Kepler-208 d,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 d,Transit,0,0.104000,,,0.000000,5966.00,1.50,1.21,0.180,,4.17,,1.2109
Kepler-208 d,Transit,0,0.101500,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,1.2662
Kepler-208 d,Transit,0,0.101500,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,1.2662
Kepler-208 d,Transit,0,0.103000,,,,6092.00,1.31,,,,4.26,,
Kepler-208 d,Transit,0,,,,,6054.00,1.26,,,,,,
Kepler-208 d,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 e,Transit,0,0.130600,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,2.3755
Kepler-208 e,Transit,0,,,,,5951.00,1.40,1.16,0.190,,4.21,4.370,
Kepler-208 e,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 e,Transit,0,0.130600,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,2.3755
Kepler-208 e,Transit,0,0.124000,,,0.000000,5845.00,0.97,0.96,,,4.45,,
Kepler-208 e,Transit,0,,,,,6054.00,1.26,,,,,,
Kepler-208 e,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 e,Transit,0,0.132000,,,,6092.00,1.31,,,,4.26,,
Kepler-208 e,Transit,0,,,,,6000.90,1.32,1.11,-0.042,0.309,4.24,,0.6794
Kepler-208 e,Transit,0,0.133900,,,0.000000,5966.00,1.50,1.21,0.180,,4.17,,1.9847
Kepler-208 e,Transit,0,0.130600,,,0.000000,6220.00,1.33,1.12,0.020,,4.24,,2.3755
Kepler-209 b,Transit,0,,,,,5463.31,0.96,0.96,0.110,-0.129,4.45,,1.5184
Kepler-209 b,Transit,0,0.120700,,,0.000000,5506.00,0.91,0.90,0.040,,4.47,,1.0419
Kepler-209 b,Transit,0,0.122000,,,0.000000,5524.00,1.00,0.93,,,4.41,9.300,
Kepler-209 b,Transit,0,0.119400,,,0.000000,5514.00,1.04,0.88,0.020,,4.34,,5.4091
Kepler-209 b,Transit,0,0.122000,,,,5513.00,0.94,,,,4.47,,
Kepler-209 b,Transit,0,,,,,5463.31,0.96,0.96,0.110,-0.129,4.45,,1.5184
Kepler-209 b,Transit,0,,,,,5463.31,0.96,0.96,0.110,-0.129,4.45,,1.5184
Kepler-209 b,Transit,0,,,,,5564.00,0.91,,,,,,
Kepler-209 b,Transit,0,0.119400,,,0.000000,5514.00,1.04,0.88,0.020,,4.34,,5.4091
Kepler-209 b,Transit,0,,,,,5562.00,0.92,0.95,0.030,,4.50,4.470,
Kepler-209 b,Transit,0,0.119400,,,0.000000,5514.00,1.04,0.88,0.020,,4.34,,5.4091
Kepler-209 c,Transit,0,0.230000,,,0.000000,5524.00,1.00,0.93,,,4.41,9.300,
Kepler-209 c,Transit,0,,,,,5562.00,0.92,0.95,0.030,,4.50,4.470,
Kepler-209 c,Transit,0,,,,,5564.00,0.91,,,,,,
Kepler-209 c,Transit,0,0.228000,,,0.000000,5506.00,0.91,0.90,0.040,,4.47,,2.0214
Kepler-209 c,Transit,0,,,,,5463.31,0.96,0.96,0.110,-0.129,4.45,,1.5184
Kepler-209 c,Transit,0,0.225500,,,0.000000,5514.00,1.04,0.88,0.020,,4.34,,1.9607
Kepler-209 c,Transit,0,,,,,5463.31,0.96,0.96,0.110,-0.129,4.45,,1.5184
Kepler-209 c,Transit,0,0.225500,,,0.000000,5514.00,1.04,0.88,0.020,,4.34,,1.9607
Kepler-209 c,Transit,0,0.231000,,,,5513.00,0.94,,,,4.47,,
Kepler-209 c,Transit,0,0.225500,,,0.000000,5514.00,1.04,0.88,0.020,,4.34,,1.9607
Kepler-209 c,Transit,0,,,,,5463.31,0.96,0.96,0.110,-0.129,4.45,,1.5184
Kepler-21 b,Transit,0,,,,,6248.42,1.91,1.21,-0.079,0.699,3.96,,0.2462
Kepler-21 b,Transit,0,0.042700,,,0.000000,6131.00,1.86,1.34,-0.150,,4.03,,0.4298
Kepler-21 b,Transit,0,0.042700,,,0.000000,6131.00,1.86,1.34,-0.150,,4.03,,0.4298
Kepler-21 b,Transit,0,0.043000,,,0.000000,6131.00,2.04,1.36,,,3.95,3.350,
Kepler-21 b,Transit,0,0.040800,,,0.000000,6202.00,1.73,1.16,-0.100,,4.03,,0.0628
Kepler-21 b,Transit,0,0.042700,,,0.000000,6131.00,1.86,1.34,-0.150,,4.03,,0.4298
Kepler-21 b,Transit,0,,,,,6202.00,1.95,,,,,,
Kepler-21 b,Transit,0,0.042717,,6.40000,0.020000,6305.00,1.90,1.41,-0.030,0.715,4.03,3.030,0.2870
Kepler-21 b,Transit,0,0.042507,,12.90000,0.000000,6131.00,1.86,1.34,-0.150,,4.02,2.840,0.2886
Kepler-21 b,Transit,0,,,,,6162.00,1.79,1.24,-0.120,,4.03,3.550,
Kepler-21 b,Transit,0,,,,,6248.42,1.91,1.21,-0.079,0.699,3.96,,0.2462
Kepler-210 b,Transit,0,0.029300,,,0.000000,3912.00,0.53,0.56,-0.120,,4.73,,3.4073
Kepler-210 b,Transit,0,,,,,4564.61,0.64,0.72,0.277,-0.799,4.69,,3.9180
Kepler-210 b,Transit,0,0.029200,,,0.000000,3914.00,0.53,0.55,-0.120,,4.73,,4.6761
Kepler-210 b,Transit,0,0.029200,,,0.000000,3914.00,0.53,0.55,-0.120,,4.73,,4.6761
Kepler-210 b,Transit,0,,,,,4300.00,0.69,0.63,,,4.55,,
Kepler-210 b,Transit,0,0.032000,,,,4559.00,0.65,,,,4.66,,
Kepler-210 b,Transit,0,,,,,4564.61,0.64,0.72,0.277,-0.799,4.69,,3.9180
Kepler-210 b,Transit,0,,,,,4588.00,0.70,0.77,0.150,,4.63,1.780,
Kepler-210 b,Transit,0,0.029200,,,,3914.00,0.53,0.55,-0.120,,,,
Kepler-210 b,Transit,0,,,,,3914.00,0.71,,,,,,
Kepler-210 b,Transit,0,,,,,4564.61,0.64,0.72,0.277,-0.799,4.69,,3.9180
Kepler-210 b,Transit,0,0.029200,,,0.000000,3914.00,0.53,0.55,-0.120,,4.73,,4.6761
Kepler-210 b,Transit,0,0.030000,,,0.000000,4367.00,0.57,0.61,,,4.71,9.600,
Kepler-210 c,Transit,0,0.070000,,,,4559.00,0.65,,,,4.66,,
Kepler-210 c,Transit,0,,,,,4564.61,0.64,0.72,0.277,-0.799,4.69,,3.9180
Kepler-210 c,Transit,0,0.064000,,,0.000000,3914.00,0.53,0.55,-0.120,,4.73,,1.1940
Kepler-210 c,Transit,0,,,,,4300.00,0.69,0.63,,,4.55,,
Kepler-210 c,Transit,0,0.064000,,,0.000000,3914.00,0.53,0.55,-0.120,,4.73,,1.1940
Kepler-210 c,Transit,0,,,,,4564.61,0.64,0.72,0.277,-0.799,4.69,,3.9180
Kepler-210 c,Transit,0,,,,,3914.00,0.71,,,,,,
Kepler-210 c,Transit,0,,,,,4588.00,0.70,0.77,0.150,,4.63,1.780,
Kepler-210 c,Transit,0,0.064200,,,0.000000,3912.00,0.53,0.56,-0.120,,4.73,,1.0986
Kepler-210 c,Transit,0,0.064000,,,0.000000,3914.00,0.53,0.55,-0.120,,4.73,,1.1940
Kepler-210 c,Transit,0,0.066000,,,0.000000,4367.00,0.57,0.61,,,4.71,9.600,
Kepler-210 c,Transit,0,,,,,4564.61,0.64,0.72,0.277,-0.799,4.69,,3.9180
Kepler-210 c,Transit,0,0.064060,,,,3914.00,0.53,0.55,-0.120,,,,
Kepler-211 b,Transit,0,,,,,5224.00,0.81,0.90,0.100,,4.58,1.550,
Kepler-211 b,Transit,0,0.049400,,,0.000000,5297.00,0.82,0.94,0.210,,4.58,,2.9278
Kepler-211 b,Transit,0,,,,,5194.00,0.77,,,,,,
Kepler-211 b,Transit,0,0.048000,,,,5123.00,0.82,,,,4.55,,
Kepler-211 b,Transit,0,,,,,5286.58,0.74,0.91,0.151,-0.413,4.66,,3.1568
Kepler-211 b,Transit,0,0.049300,,,0.000000,5244.00,1.56,0.93,0.120,,4.02,,2.9659
Kepler-211 b,Transit,0,,,,,5286.58,0.74,0.91,0.151,-0.413,4.66,,3.1568
Kepler-211 b,Transit,0,,,,,,1.56,0.93,,,,,
Kepler-211 b,Transit,0,0.049300,,,0.000000,5244.00,1.56,0.93,0.120,,4.02,,2.9659
Kepler-211 b,Transit,0,0.049300,,,0.000000,5244.00,1.56,0.93,0.120,,4.02,,2.9659
Kepler-211 b,Transit,0,0.049000,,,0.000000,5174.00,1.75,0.91,,,3.91,13.900,
Kepler-211 b,Transit,0,,,,,5286.58,0.74,0.91,0.151,-0.413,4.66,,3.1568
Kepler-211 c,Transit,0,0.062000,,,,5123.00,0.82,,,,4.55,,
Kepler-211 c,Transit,0,0.063600,,,0.000000,5297.00,0.82,0.94,0.210,,4.58,,4.4523
Kepler-211 c,Transit,0,0.063000,,,0.000000,5174.00,1.75,0.91,,,3.91,13.900,
Kepler-211 c,Transit,0,0.063400,,,0.000000,5244.00,1.56,0.93,0.120,,4.02,,5.7421
Kepler-211 c,Transit,0,,,,,5286.58,0.74,0.91,0.151,-0.413,4.66,,3.1568
Kepler-211 c,Transit,0,,,,,5224.00,0.81,0.90,0.100,,4.58,1.550,
Kepler-211 c,Transit,0,,,,,5286.58,0.74,0.91,0.151,-0.413,4.66,,3.1568
Kepler-211 c,Transit,0,,,,,5194.00,0.77,,,,,,
Kepler-211 c,Transit,0,,,,,,1.56,0.93,,,,,
Kepler-211 c,Transit,0,0.063400,,,0.000000,5244.00,1.56,0.93,0.120,,4.02,,5.7421
Kepler-211 c,Transit,0,,,,,5286.58,0.74,0.91,0.151,-0.413,4.66,,3.1568
Kepler-211 c,Transit,0,0.063400,,,0.000000,5244.00,1.56,0.93,0.120,,4.02,,5.7421
Kepler-212 b,Transit,0,,,,,5881.14,1.50,1.07,0.116,0.383,4.12,,0.4489
Kepler-212 b,Transit,0,,,,,5880.00,1.47,,,,,,
Kepler-212 b,Transit,0,0.131300,,,0.000000,5914.00,1.14,1.14,0.320,,4.38,,0.3981
Kepler-212 b,Transit,0,0.133000,,,,5852.00,1.46,,,,4.18,,
Kepler-212 b,Transit,0,0.131700,,,0.000000,5867.00,1.36,1.15,0.240,,4.24,,0.5263
Kepler-212 b,Transit,0,0.131300,,,0.000000,5914.00,1.14,1.14,0.320,,4.38,,0.3981
Kepler-212 b,Transit,0,0.131300,,,0.000000,5914.00,1.14,1.14,0.320,,4.38,,0.3981
Kepler-212 b,Transit,0,,,,,5866.00,1.28,1.09,0.160,,4.26,5.500,
Kepler-212 b,Transit,0,0.132000,,,0.000000,5913.00,1.16,1.17,,,4.37,2.500,
Kepler-212 b,Transit,0,,,,,5881.14,1.50,1.07,0.116,0.383,4.12,,0.4489
Kepler-212 c,Transit,0,0.205300,,,0.000000,5914.00,1.14,1.14,0.320,,4.38,,0.4886
Kepler-212 c,Transit,0,,,,,5881.14,1.50,1.07,0.116,0.383,4.12,,0.4489
Kepler-212 c,Transit,0,0.206100,,,0.000000,5867.00,1.36,1.15,0.240,,4.24,,0.0617
Kepler-212 c,Transit,0,,,,,5880.00,1.47,,,,,,
Kepler-212 c,Transit,0,0.207000,,,0.000000,5913.00,1.16,1.17,,,4.37,2.500,
Kepler-212 c,Transit,0,,,,,5881.14,1.50,1.07,0.116,0.383,4.12,,0.4489
Kepler-212 c,Transit,0,0.205300,,,0.000000,5914.00,1.14,1.14,0.320,,4.38,,0.4886
Kepler-212 c,Transit,0,0.207000,,,,5852.00,1.46,,,,4.18,,
Kepler-212 c,Transit,0,,,,,5866.00,1.28,1.09,0.160,,4.26,5.500,
Kepler-212 c,Transit,0,,,,,5881.14,1.50,1.07,0.116,0.383,4.12,,0.4489
Kepler-212 c,Transit,0,0.205300,,,0.000000,5914.00,1.14,1.14,0.320,,4.38,,0.4886
Kepler-213 b,Transit,0,0.035600,,,0.000000,5822.00,0.90,0.99,-0.060,,4.53,,3.6849
Kepler-213 b,Transit,0,,,,,5712.00,1.12,1.02,0.157,0.082,4.35,,1.0155
Kepler-213 b,Transit,0,,,,,5712.00,1.12,1.02,0.157,0.082,4.35,,1.0155
Kepler-213 b,Transit,0,0.035000,,,0.000000,5806.00,0.87,0.98,,,4.55,0.400,
Kepler-213 b,Transit,0,0.036700,,,0.000000,5736.00,1.01,1.09,0.340,,4.47,,3.6266
Kepler-213 b,Transit,0,0.035600,,,0.000000,5822.00,0.90,0.99,-0.060,,4.53,,3.6849
Kepler-213 b,Transit,0,0.035600,,,0.000000,5822.00,0.90,0.99,-0.060,,4.53,,3.6849
Kepler-213 b,Transit,0,,,,,5658.00,1.10,,,,,,
Kepler-213 b,Transit,0,0.036000,,,,5696.00,1.20,,,,4.31,,
Kepler-213 b,Transit,0,,,,,5744.00,1.00,1.07,0.250,,4.47,1.620,
Kepler-213 c,Transit,0,0.055800,,,0.000000,5822.00,0.90,0.99,-0.060,,4.53,,73.7199
Kepler-213 c,Transit,0,0.057000,,,,5696.00,1.20,,,,4.31,,
Kepler-213 c,Transit,0,,,,,5658.00,1.10,,,,,,
Kepler-213 c,Transit,0,,,,,5744.00,1.00,1.07,0.250,,4.47,1.620,
Kepler-213 c,Transit,0,0.055800,,,0.000000,5822.00,0.90,0.99,-0.060,,4.53,,73.7199
Kepler-213 c,Transit,0,0.055000,,,0.000000,5806.00,0.87,0.98,,,4.55,0.400,
Kepler-213 c,Transit,0,,,,,5712.00,1.12,1.02,0.157,0.082,4.35,,1.0155
Kepler-213 c,Transit,0,0.055800,,,0.000000,5822.00,0.90,0.99,-0.060,,4.53,,73.7199
Kepler-213 c,Transit,0,0.057500,,,0.000000,5736.00,1.01,1.09,0.340,,4.47,,7.4434
Kepler-214 b,Transit,0,,,,,6032.00,1.07,1.11,0.090,,4.43,1.580,
Kepler-214 b,Transit,0,,,,,6052.00,1.63,,,,,,
Kepler-214 b,Transit,0,0.130000,,,,6169.00,1.35,,,,4.25,,
Kepler-214 b,Transit,0,0.124200,,,0.000000,6332.00,0.98,1.04,-0.360,,4.47,,0.4025
Kepler-214 b,Transit,0,,,,,6036.57,1.65,1.12,-0.091,0.511,4.05,,0.3540
Kepler-214 b,Transit,0,0.124200,,,0.000000,6332.00,0.98,1.04,-0.360,,4.47,,0.4025
Kepler-214 b,Transit,0,,,,,6036.57,1.65,1.12,-0.091,0.511,4.05,,0.3540
Kepler-214 b,Transit,0,,,,,6036.57,1.65,1.12,-0.091,0.511,4.05,,0.3540
Kepler-214 b,Transit,0,0.127300,,,0.000000,6000.00,1.04,1.12,0.160,,4.45,,0.3706
Kepler-214 b,Transit,0,0.124200,,,0.000000,6332.00,0.98,1.04,-0.360,,4.47,,0.4025
Kepler-214 b,Transit,0,0.128000,,,0.000000,6352.00,1.07,1.15,,,4.44,0.230,
Kepler-214 c,Transit,0,0.193000,,,0.000000,6352.00,1.07,1.15,,,4.44,0.230,
Kepler-214 c,Transit,0,,,,,6036.57,1.65,1.12,-0.091,0.511,4.05,,0.3540
Kepler-214 c,Transit,0,0.186400,,,0.000000,6332.00,0.98,1.04,-0.360,,4.47,,0.0407
Kepler-214 c,Transit,0,,,,,6052.00,1.63,,,,,,
Kepler-214 c,Transit,0,0.194000,,,,6169.00,1.35,,,,4.25,,
Kepler-214 c,Transit,0,,,,,6032.00,1.07,1.11,0.090,,4.43,1.580,
Kepler-214 c,Transit,0,,,,,6036.57,1.65,1.12,-0.091,0.511,4.05,,0.3540
Kepler-214 c,Transit,0,,,,,6036.57,1.65,1.12,-0.091,0.511,4.05,,0.3540
Kepler-214 c,Transit,0,0.191000,,,0.000000,6000.00,1.04,1.12,0.160,,4.45,,0.0525
Kepler-214 c,Transit,0,0.186400,,,0.000000,6332.00,0.98,1.04,-0.360,,4.47,,0.0407
Kepler-214 c,Transit,0,0.186400,,,0.000000,6332.00,0.98,1.04,-0.360,,4.47,,0.0407
Kepler-215 b,Transit,0,0.081200,,,0.000000,5741.00,1.01,0.81,-0.380,,4.34,,0.5899
Kepler-215 b,Transit,0,0.084000,,,,5739.00,1.03,,,,4.36,,
Kepler-215 b,Transit,0,,,,,5697.97,0.90,1.01,-0.443,-0.117,4.54,,1.9852
Kepler-215 b,Transit,0,,,,,5697.97,0.90,1.01,-0.443,-0.117,4.54,,1.9852
Kepler-215 b,Transit,0,,,,,5679.00,0.85,0.94,-0.170,,4.54,1.620,
Kepler-215 b,Transit,0,0.084400,,,0.000000,5677.00,0.83,0.92,-0.180,,4.56,,0.5817
Kepler-215 b,Transit,0,0.081200,,,0.000000,5741.00,1.01,0.81,-0.380,,4.34,,0.5899
Kepler-215 b,Transit,0,0.081200,,,0.000000,5741.00,1.01,0.81,-0.380,,4.34,,0.5899
Kepler-215 b,Transit,0,,,,,5648.00,0.91,,,,,,
Kepler-215 b,Transit,0,,,,,5697.97,0.90,1.01,-0.443,-0.117,4.54,,1.9852
Kepler-215 b,Transit,0,0.086000,,,0.000000,5922.00,1.07,0.98,,,4.37,6.400,
Kepler-215 c,Transit,0,0.113000,,,,5739.00,1.03,,,,4.36,,
Kepler-215 c,Transit,0,,,,,5697.97,0.90,1.01,-0.443,-0.117,4.54,,1.9852
Kepler-215 c,Transit,0,0.116000,,,0.000000,5922.00,1.07,0.98,,,4.37,6.400,
Kepler-215 c,Transit,0,0.109500,,,0.000000,5741.00,1.01,0.81,-0.380,,4.34,,1.4572
Kepler-215 c,Transit,0,0.109500,,,0.000000,5741.00,1.01,0.81,-0.380,,4.34,,1.4572
Kepler-215 c,Transit,0,0.109500,,,0.000000,5741.00,1.01,0.81,-0.380,,4.34,,1.4572
Kepler-215 c,Transit,0,,,,,5648.00,0.91,,,,,,
Kepler-215 c,Transit,0,,,,,,1.01,0.81,,,,,
Kepler-215 c,Transit,0,,,,,5697.97,0.90,1.01,-0.443,-0.117,4.54,,1.9852
Kepler-215 c,Transit,0,,,,,5679.00,0.85,0.94,-0.170,,4.54,1.620,
Kepler-215 c,Transit,0,0.113900,,,0.000000,5677.00,0.83,0.92,-0.180,,4.56,,1.3006
Kepler-215 c,Transit,0,,,,,5697.97,0.90,1.01,-0.443,-0.117,4.54,,1.9852
